,Files,label
0,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/vpmyeepbep.mp4,0
1,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/fzvpbrzssi.mp4,0
2,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/syxobtuucp.mp4,0
3,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/dhjnjkzuhq.mp4,0
4,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/xcruhaccxc.mp4,0
5,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/vtunvalyji.mp4,0
6,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/qyqufaskjs.mp4,0
7,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/sttnfyptum.mp4,0
8,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/uqtqhiqymz.mp4,0
9,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/jawgcggquk.mp4,0
10,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/hivnldfvyl.mp4,0
11,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/wfzjxzhdkj.mp4,0
12,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/apedduehoy.mp4,0
13,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/prdrkaxeob.mp4,0
14,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/pqdeutauqc.mp4,0
15,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/xjzkfqddyk.mp4,0
16,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/lokzwdldxp.mp4,0
17,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/hplxtssgnz.mp4,0
18,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/wclvkepakb.mp4,0
19,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/upmgtackuf.mp4,0
20,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/rmuxlgsedw.mp4,0
21,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/lnjkpdviqb.mp4,0
22,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/fsaronfupy.mp4,0
23,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/fopjiyxiqd.mp4,0
24,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/jytrvwlewz.mp4,0
25,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/dxfdovivlw.mp4,0
26,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/srfefmyjvt.mp4,0
27,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/ldtgofdaqg.mp4,0
28,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/rktrpsdlci.mp4,0
29,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/heiyoojifp.mp4,0
30,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/uprwuohbwx.mp4,0
31,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/wynotylpnm.mp4,0
32,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/yxvmusxvcz.mp4,0
33,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/fdpisghkmd.mp4,0
34,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/fnslimfagb.mp4,0
35,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/didzujjhtg.mp4,0
36,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/ngvcqxjhyb.mp4,0
37,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/xkfliqnmwt.mp4,0
38,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/jzupayeuln.mp4,0
39,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/eppyqpgewp.mp4,0
40,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/wcqvzujamg.mp4,0
41,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/vokrpfjpeb.mp4,0
42,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/psjfwjzrrh.mp4,0
43,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/nweufafotd.mp4,0
44,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/ybnucgidtu.mp4,0
45,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/ddtbarpcgo.mp4,0
46,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/qarqtkvgby.mp4,0
47,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/chqqxfuuzi.mp4,0
48,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/kqlvggiqee.mp4,0
49,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/xdezcezszc.mp4,0
50,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/gnmmhlbzge.mp4,0
51,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/yljecirelf.mp4,0
52,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/vmxfwxgdei.mp4,0
53,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_0/aayrffkzxn.mp4,0
54,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/cxwcpgspni.mp4,0
55,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/aqzbhxohjk.mp4,0
56,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/qlzfgzyuly.mp4,0
57,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/kxppqyujvj.mp4,0
58,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/iumybqkbzt.mp4,0
59,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/shmkfwlhwr.mp4,0
60,/mnt/fs03/shared/datasets/dfdc_train_all/dfdc_train_part_3/wqbzbxjndx.mp4,0
